,MSZoning,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Functional,GarageType,SaleType,SaleCondition,Street,LotShape,HouseStyle,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,GarageFinish,GarageQual,GarageCond,PavedDrive,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
873,3,2,4,1,20,2,2,0,1,1,8,9,6,1,8,4,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,60,70.98846960167715,14364,7,5,1988,1989,1988.0,1065,0,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,1.0,2,454,60,55,0,0,154,0,0,4,2007,277000
874,3,3,4,0,8,2,2,0,1,1,11,12,6,3,8,4,0.0,3.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,70.98846960167715,7851,6,5,2002,2002,2002.0,625,0,235,860,860,1100,0,1960,1,0,2,1,4,1,8,2,2.0,2,440,288,48,0,0,0,0,0,5,2010,216500
875,3,3,4,0,21,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,73.0,8688,7,5,2005,2005,2005.0,0,0,1616,1616,1616,0,0,1616,0,0,2,0,3,1,7,0,0.0,3,834,208,59,0,0,0,0,0,4,2006,232000
876,3,3,4,0,6,2,2,0,1,1,3,3,6,1,8,4,0.0,2.0,5.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,50,86.0,11500,7,7,1936,1987,1936.0,223,0,794,1017,1020,1037,0,2057,0,0,1,1,3,1,6,1,1.0,1,180,0,0,0,0,322,0,0,6,2006,250000
877,3,3,4,0,14,2,2,0,1,1,8,9,6,1,8,4,0.0,3.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,80,70.98846960167715,14115,7,5,1980,1980,1980.0,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,2.0,2,588,233,48,0,0,0,0,0,6,2009,187500
878,3,3,4,0,21,2,2,0,3,1,11,12,6,1,8,4,0.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,85.0,10000,8,5,2006,2006,2006.0,0,0,1588,1588,1588,0,0,1588,0,0,2,0,3,1,7,1,1.0,3,825,144,45,0,0,0,0,0,12,2007,227000
879,4,3,4,0,10,2,2,4,1,1,4,4,6,1,8,4,0.0,3.0,0.0,0.0,1.0,2.0,5.0,3.0,2.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,160,41.0,2665,5,6,1977,1977,1977.0,548,173,36,757,925,550,0,1475,0,0,2,0,4,1,6,1,1.0,1,336,104,26,0,0,0,0,0,7,2006,127000
880,1,3,4,0,21,2,2,0,1,1,11,12,6,1,6,5,0.0,3.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,60,72.0,8640,7,5,2009,2009,2009.0,822,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,1.0,2,644,168,108,0,0,0,0,0,7,2009,252678
881,3,3,0,0,8,2,2,0,1,1,11,12,6,1,8,4,0.0,2.0,0.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,60,74.0,10141,7,5,1998,1998,1998.0,0,0,832,832,885,833,0,1718,0,0,2,1,3,1,7,1,1.0,2,427,0,94,0,0,291,0,0,12,2009,185000
882,3,3,4,0,11,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,60.0,6600,5,9,1982,2008,1982.0,641,0,175,816,816,0,0,816,0,1,1,0,3,1,5,1,1.0,1,264,0,0,0,0,0,0,0,10,2008,130500
883,4,3,4,0,17,2,2,0,1,1,10,11,6,5,8,4,0.0,3.0,5.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,50,40.0,4400,6,8,1920,1950,1920.0,0,0,648,648,734,384,0,1118,0,0,1,0,2,1,6,0,0.0,2,440,0,0,0,0,0,0,0,10,2006,116000
884,3,3,4,0,17,2,2,1,1,1,7,7,6,1,8,4,0.0,3.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,190,60.0,10800,4,7,1900,2000,1900.0,0,0,0,0,694,600,0,1294,0,0,2,0,3,2,7,0,0.0,0,0,220,114,210,0,0,0,0,8,2008,106250
885,3,3,4,0,14,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,70.0,8400,8,6,2001,2001,2001.0,643,0,167,810,810,855,0,1665,1,0,2,1,3,1,6,0,0.0,2,528,0,45,0,0,0,0,0,11,2009,227000
886,3,3,1,0,11,2,2,0,3,1,11,12,6,1,8,4,0.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,43.0,12118,7,5,2004,2005,2004.0,0,0,1710,1710,1710,0,0,1710,0,0,2,0,3,1,7,1,1.0,2,550,100,48,0,0,180,0,0,4,2009,240000
887,3,1,0,0,8,2,2,0,1,1,11,12,6,1,6,5,0.0,2.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,134.0,19378,7,5,2005,2006,2005.0,57,0,1335,1392,1392,1070,0,2462,1,0,2,1,4,1,9,1,1.0,2,576,239,132,0,168,0,0,0,3,2006,320000
888,3,1,4,2,12,2,2,0,1,1,8,9,6,1,8,3,0.0,2.0,0.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,60,70.0,11606,5,5,1969,1969,1969.0,650,0,390,1040,1040,1040,0,2080,0,1,1,2,5,1,9,2,2.0,2,504,335,0,0,0,0,0,0,9,2007,135000
889,3,3,0,0,8,2,2,0,1,1,7,7,6,1,8,4,0.0,2.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,70.98846960167715,10832,7,5,1994,1996,1994.0,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,1.0,2,409,143,46,0,0,0,0,500,10,2008,194500
890,3,1,4,0,6,2,2,0,1,1,7,7,3,5,8,4,0.0,2.0,5.0,0.0,2.0,3.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,50,130.0,9600,5,7,1940,1950,1940.0,428,0,300,728,976,332,0,1308,1,0,1,1,2,1,7,2,2.0,1,256,0,70,0,0,0,0,0,6,2009,160000
891,3,3,4,0,5,2,2,0,3,1,5,5,6,5,8,4,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,88.0,7990,5,6,1975,1975,1975.0,0,0,924,924,924,0,0,924,0,0,1,0,3,1,5,0,0.0,1,280,0,0,0,0,0,0,0,4,2008,110000
892,3,3,4,0,5,2,2,0,1,1,11,12,6,1,6,5,0.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,64.0,7406,7,5,2006,2006,2006.0,684,0,515,1199,1220,0,0,1220,1,0,2,0,2,1,6,0,0.0,2,632,105,54,0,0,0,0,0,7,2006,194000
893,3,3,4,0,6,2,2,0,1,1,10,11,6,5,8,4,0.0,3.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,70,54.0,7588,7,6,1920,1950,1920.0,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1.0,1,216,0,0,40,0,0,0,0,7,2006,200100
894,3,3,4,0,20,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,0.0,0.0,2.0,3.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,65.0,7153,6,5,1992,1992,1992.0,387,0,374,761,810,793,0,1603,0,0,2,1,3,1,7,0,0.0,2,484,0,124,0,0,0,0,0,7,2006,175900
895,1,3,4,0,21,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,60,75.0,9803,7,5,2005,2005,2005.0,400,0,466,866,866,902,0,1768,0,0,2,1,3,1,7,0,0.0,2,603,0,108,0,0,0,0,0,2,2008,226700
896,3,3,4,0,19,2,2,0,1,1,12,13,6,1,8,4,0.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,50,115.0,21286,5,5,1948,1950,1948.0,0,0,720,720,720,551,0,1271,0,0,2,0,4,1,7,1,1.0,1,312,0,0,108,0,0,0,0,8,2008,135000
897,3,3,4,0,16,4,4,0,3,1,4,4,6,1,6,5,0.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,20,114.0,14803,10,5,2007,2008,2007.0,1636,0,442,2078,2084,0,0,2084,1,0,2,0,2,1,7,1,1.0,3,1220,188,45,0,0,0,0,0,6,2008,385000
898,3,2,4,0,4,2,2,0,1,1,5,5,6,1,8,4,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,70.98846960167715,12205,6,8,1966,2007,1966.0,568,0,264,832,976,1111,0,2087,0,0,2,1,5,1,9,0,0.0,2,444,133,168,0,0,0,0,0,7,2007,187500
899,3,3,0,0,12,2,2,2,1,1,3,3,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,90,60.0,8544,3,4,1950,1950,1950.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,0.0,2,400,0,0,0,0,0,0,0,6,2009,92900
900,3,3,4,0,16,2,2,3,1,1,11,14,6,3,8,4,0.0,3.0,0.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,160,36.0,2268,7,5,2003,2004,2003.0,567,0,197,764,764,862,0,1626,0,0,2,0,2,1,6,0,0.0,2,474,0,27,0,0,0,0,0,7,2009,173000
901,3,3,4,0,6,2,2,0,1,1,8,9,6,1,8,4,0.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,70.98846960167715,16381,6,5,1969,1969,1969.0,1110,0,734,1844,1844,0,0,1844,1,0,2,0,3,1,7,1,1.0,2,540,0,73,216,0,0,0,0,12,2006,223000
902,4,3,4,0,10,2,2,3,1,1,4,4,6,1,8,4,0.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,160,21.0,1533,4,6,1970,2008,1970.0,0,0,546,546,798,546,0,1344,0,0,1,1,3,1,6,1,1.0,0,0,0,0,0,0,0,0,0,5,2009,97000
903,2,1,4,0,6,2,2,2,1,1,7,7,6,1,8,4,0.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,90,82.0,7136,6,6,1946,1950,1946.0,484,0,495,979,979,979,0,1958,0,0,2,0,4,2,8,0,0.0,2,492,0,0,0,0,0,0,0,8,2007,145000
904,3,3,4,0,12,2,2,2,1,1,5,5,6,5,8,4,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,90,70.98846960167715,10624,5,4,1964,1964,1964.0,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,0.0,1,352,155,0,0,0,0,0,0,11,2007,119000
905,3,3,0,0,12,2,2,2,1,1,7,7,6,5,8,4,0.0,2.0,6.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,90,70.98846960167715,7032,5,5,1979,1979,1979.0,943,0,0,943,943,0,0,943,1,0,1,0,2,1,4,2,2.0,2,600,42,0,0,0,0,0,0,12,2006,135960
906,3,3,4,0,20,2,2,4,1,1,8,6,6,1,8,4,0.0,3.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,120,50.0,8012,6,5,1992,1992,1992.0,430,0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,0.0,2,529,0,0,52,0,0,0,0,7,2007,179200
907,3,3,4,0,8,2,2,0,1,1,11,12,6,3,8,4,0.0,1.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,122.0,11911,6,5,2005,2005,2005.0,0,0,684,684,684,876,0,1560,0,0,2,1,3,1,6,1,1.0,2,400,100,38,0,0,0,0,0,3,2009,174000
908,3,3,4,0,19,2,2,2,1,1,7,7,6,4,8,4,0.0,3.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,90,72.0,10791,4,5,1967,1967,1967.0,0,0,0,0,1296,0,0,1296,0,0,2,0,2,2,6,0,0.0,2,516,0,0,0,0,0,0,500,10,2006,90000
909,3,3,4,0,20,2,2,0,1,1,5,5,6,1,8,0,0.0,2.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,80.0,10041,8,5,1992,1992,1992.0,789,0,119,908,927,988,0,1915,1,0,2,1,3,1,8,1,1.0,2,506,120,150,0,0,0,0,0,2,2006,220000
910,3,3,4,0,5,2,2,0,1,1,11,12,6,3,6,5,0.0,3.0,0.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,60,77.0,9965,7,5,2007,2007,2007.0,984,0,280,1264,1282,1414,0,2696,1,0,2,1,4,1,10,1,1.0,3,792,120,184,0,0,168,0,0,10,2007,383970
911,3,3,1,0,24,2,2,4,3,1,3,3,6,1,8,4,0.0,2.0,3.0,0.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,120,30.0,9549,8,5,1995,1996,1995.0,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,1.0,2,481,0,30,0,0,216,0,0,4,2006,270000
912,3,3,4,0,12,4,2,0,3,1,7,7,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,20,60.0,6600,5,5,1962,1962,1962.0,0,0,894,894,894,0,0,894,0,0,1,0,2,1,5,0,0.0,1,308,0,0,0,0,0,0,0,8,2009,109500
913,3,3,4,0,6,2,2,0,1,1,12,13,6,5,8,4,0.0,3.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,70,96.0,13132,5,5,1914,1950,1914.0,0,0,747,747,892,892,0,1784,0,0,1,1,4,1,9,0,0.0,1,180,203,40,0,0,0,0,0,7,2006,138887
914,3,3,1,0,22,2,2,0,3,1,11,12,6,1,6,5,0.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,20,63.0,17423,9,5,2008,2009,2008.0,1904,0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,1.0,3,1166,0,60,0,0,0,0,0,7,2009,501837
915,4,3,4,0,2,2,2,3,1,1,5,5,6,5,8,4,0.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,160,21.0,1680,6,5,1973,1973,1973.0,330,0,153,483,483,504,0,987,1,0,1,1,2,1,5,0,0.0,1,264,0,0,0,0,0,0,0,11,2008,100000
916,3,2,4,0,5,2,2,0,3,1,7,7,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,60.0,7200,5,5,1972,1972,1972.0,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,0.0,2,600,215,0,0,0,0,0,0,9,2009,123000
917,4,3,4,0,17,0,2,2,3,1,12,13,6,5,0,4,0.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,90,60.0,7596,5,5,1952,1952,1952.0,0,0,960,960,960,1000,0,1960,0,0,2,0,4,2,10,0,0.0,2,400,0,0,0,0,0,0,0,7,2009,124500
918,3,3,4,0,7,2,2,0,3,1,12,13,6,1,8,4,0.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,85.0,10452,6,5,1953,1953,1953.0,500,0,594,1094,1094,0,0,1094,0,0,1,0,3,1,5,2,2.0,2,495,0,0,0,0,287,0,0,6,2008,155000
919,3,3,4,0,5,2,2,0,1,1,11,12,6,3,8,4,0.0,3.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,65.0,8200,7,5,2003,2004,2003.0,0,0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,1.0,2,434,100,48,0,0,0,0,0,7,2007,219500
920,3,3,4,0,14,2,2,0,3,1,5,5,6,1,8,4,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,78.0,10140,6,6,1974,1999,1974.0,663,377,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,1.0,2,484,265,0,0,0,0,648,0,1,2006,181000
921,3,3,4,0,14,1,2,0,1,1,3,13,6,1,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,9790,6,5,1967,1967,1967.0,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,1.0,2,457,0,0,0,0,197,0,0,9,2009,161500
922,3,3,0,0,23,2,2,0,1,1,5,5,6,1,8,4,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,130.0,11457,6,5,1988,1988,1988.0,1005,0,387,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,1.0,2,576,0,0,169,0,0,0,0,3,2009,175000
923,3,3,0,0,7,2,2,0,1,1,8,9,6,2,8,4,0.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,80,124.0,11512,6,7,1959,2006,1959.0,719,0,300,1019,1357,0,0,1357,1,0,1,0,2,1,5,1,1.0,1,312,0,0,0,0,163,0,0,5,2008,177000
924,3,3,4,0,23,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,85.0,14191,8,5,2002,2002,2002.0,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,0.0,2,431,135,0,0,0,0,0,0,4,2010,202900
925,3,3,0,0,15,2,2,0,1,1,7,7,6,1,8,0,0.0,2.0,0.0,0.0,2.0,3.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,70.98846960167715,14541,8,7,1993,1993,1993.0,1012,0,326,1338,1352,1168,0,2520,1,0,2,1,5,1,10,1,1.0,3,796,209,55,0,0,0,0,0,11,2006,310000
926,3,1,4,1,6,2,2,0,1,1,10,14,6,1,8,4,0.0,3.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,70,60.0,7200,7,6,1931,2000,1931.0,0,0,776,776,851,651,0,1502,0,0,1,1,3,1,6,1,1.0,1,270,0,0,112,0,0,0,0,2,2008,149000
927,4,3,4,0,10,2,2,4,1,1,4,4,6,1,8,4,0.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,160,70.98846960167715,1974,4,5,1973,1973,1973.0,334,0,212,546,546,546,0,1092,0,0,1,1,3,1,6,0,0.0,1,286,120,96,0,0,0,0,0,5,2010,83500
928,3,3,4,0,3,2,2,0,1,1,10,11,0,5,8,4,0.0,2.0,3.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,30,98.0,8731,5,5,1920,1950,1920.0,645,0,270,915,1167,0,0,1167,0,0,1,0,3,1,6,1,1.0,2,495,0,0,216,0,126,0,0,5,2007,144000
929,3,3,4,0,5,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,70.0,8750,7,5,1996,1996,1996.0,0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,1.0,2,512,0,120,0,0,0,0,0,7,2009,191000
930,4,3,4,0,19,5,2,2,1,1,5,5,6,5,4,0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,90,70.0,9100,5,5,1963,1963,1963.0,1332,0,396,1728,1728,0,0,1728,1,0,2,0,6,2,10,0,0.0,2,504,0,0,0,0,0,0,0,11,2006,125000
931,3,3,0,0,8,2,2,0,1,1,11,12,6,1,8,4,0.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,60,100.0,10839,6,5,1997,1998,1997.0,0,0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,1.0,2,470,0,36,0,0,0,0,0,7,2008,181000
932,3,3,4,0,5,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,70.98846960167715,11423,8,5,2001,2002,2001.0,1358,0,223,1581,1601,0,0,1601,1,0,2,0,3,1,6,1,1.0,2,670,180,0,0,0,0,0,2000,5,2010,272000
933,3,3,0,0,12,2,2,0,1,1,7,7,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,75.0,7388,5,6,1959,2002,1959.0,405,0,658,1063,1327,0,0,1327,1,0,1,0,3,1,7,0,0.0,2,624,0,0,0,0,0,0,0,7,2007,150750
934,1,3,4,0,21,2,2,0,1,1,11,12,6,1,6,5,0.0,3.0,3.0,0.0,2.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,20,60.0,7200,7,5,2006,2006,2006.0,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,1.0,2,572,216,121,0,0,0,0,0,8,2006,187750
935,3,3,4,0,12,2,2,2,1,1,3,10,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,90,60.0,7200,4,5,1949,1950,1949.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,0.0,2,420,0,0,0,0,0,0,0,6,2009,90000
936,3,3,1,0,19,5,2,0,1,1,5,5,3,2,8,4,0.0,2.0,6.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,85,70.98846960167715,16647,5,5,1975,1981,1975.0,1390,0,0,1390,1701,0,0,1701,1,0,2,0,3,1,6,2,2.0,2,611,0,0,0,0,0,0,0,1,2007,171000
937,3,3,4,0,12,2,2,0,3,1,12,13,6,1,8,4,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,7390,5,7,1955,1955,1955.0,902,0,196,1098,1098,0,0,1098,1,0,1,0,3,1,6,0,0.0,1,260,0,0,0,0,0,0,0,7,2008,135000
